OTU	Order	Kingdom (Eva)	Phylum (Eva)	Class (Eva)	Family (Eva)	Genus (Eva)	Specie (Eva)	Chemoautotroph.mixotroph.In.situ	Chemoautotroph.mixotroph.Other	AOB.In.situ	AOB.Other	NOB.In.situ	NOB.Other	Anammox.In.situ	Anammox.Other	Aerobic.heterotroph.In.situ	Aerobic.heterotroph.Other	PAO.In.situ	PAO.Other	GAO.In.situ	GAO.Other	Nitrite.reduction.In.situ	Nitrite.reduction.Other	Sulfate.reduction.In.situ	Sulfate.reduction.Other	Fermentation.In.situ	Fermentation.Other	Acetogen.In.situ	Acetogen.Other	Methanogen.In.situ	Methanogen.Other	Short.chain.fatty.acids.In.situ	Short.chain.fatty.acids.Other	Sugars.In.situ	Sugars.Other	Proteins.amino.acids.In.situ	Proteins.amino.acids.Other	Filamentous.In.situ	Filamentous.Other	Hydrophobic.cell.surface.In.situ	Hydrophobic.cell.surface.Other
Otu07353	Gemmatales	Bacteria	Planctomycetes	Planctomycea	Gemmataceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07362	Gemmatimonadales	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07368	Opitutales	Bacteria	Verrucomicrobia	Opitutae	Opitutaceae	Opitutus	Opitutusterra	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Positive	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07381	Gemmatimonadales	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07382	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Bradyrhizobiaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07387	Gemmatales	Bacteria	Planctomycetes	Planctomycea	Gemmataceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07391	Spirochaetales	Bacteria	Spirochaetes	Spirochaetes	Spirochaetaceae	Spirochaeta	Spirochaetaauranti	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07401	Opitutales	Bacteria	Verrucomicrobia	Opitutae	Opitutaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Positive	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07403	Myxococcales	Bacteria	Proteobacteria	Deltaproteobacteria	Haliangiaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07406	Gemmatales	Bacteria	Planctomycetes	Planctomycea	Gemmataceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07407	Caulobacterales	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacteraceae	Caulobacter	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07409	Caulobacterales	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacteraceae	Phenylobacterium	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07413	Gemmatimonadales	Bacteria	Gemmatimonadetes	Gemmatimonadetes	unclassified	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07414	Rhodospirillales	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07423	Myxococcales	Bacteria	Proteobacteria	Deltaproteobacteria	Haliangiaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07428	Verrucomicrobiales	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiasubdivision3	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07430	Solirubrobacterales	Bacteria	Actinobacteria	Actinobacteria	Patulibacteraceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07433	Legionellales	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellaceae	Aquicella	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07439	Gemmatales	Bacteria	Planctomycetes	Planctomycea	Gemmataceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07449	Rhodospirillales	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07464	Gemmatales	Bacteria	Planctomycetes	Planctomycea	Gemmataceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07465	Gemmatales	Bacteria	Planctomycetes	Planctomycea	Gemmataceae	Gemmata	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07474	Rhizobiales	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiaceae	Pedomicrobium	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07484	Verrucomicrobiales	Bacteria	Verrucomicrobia	Verrucomicrobiae	unclassified	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07493	Verrucomicrobiales	Bacteria	Verrucomicrobia	Verrucomicrobiae	unclassified	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07497	Gemmatimonadales	Bacteria	Gemmatimonadetes	Gemmatimonadetes	unclassified	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07499	Gemmatimonadales	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07501	Legionellales	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellaceae	Aquicella	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07502	Legionellales	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellaceae	Aquicella	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07503	Legionellales	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellaceae	Aquicella	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07509	Solirubrobacterales	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacteraceae	Solirubrobacter	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07512	Myxococcales	Bacteria	Proteobacteria	Deltaproteobacteria	Haliangiaceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07517	Solibacterales	Bacteria	Acidobacteria	Solibacteres	Solibacteraceae	CandidatusSolibacter	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07518	Gemmatales	Bacteria	Planctomycetes	Planctomycea	Gemmataceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07519	Gemmatales	Bacteria	Planctomycetes	Planctomycea	Gemmataceae	unclassified	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Negative	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Positive	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07521	Legionellales	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellaceae	Aquicella	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
Otu07533	Planctomycetales	Bacteria	Planctomycetes	Planctomycea	Planctomycetaceae	Planctomyces	unclassified	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed	Not Assessed
